,,,,,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,-additional
Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
939,Noel Thomas*,Connecticut,American,13,5,22,4.4,0,1.7,54,719,13.3,3,55.3,59,741,12.6,3,,noel-thomas-1
940,Tre' Parmalee,Kansas,Big 12,10,4,22,5.5,1,2.2,41,599,14.6,3,59.9,45,621,13.8,4,,tre-parmalee-1
941,Brooks Barden,Charlotte,CUSA,7,38,21,0.6,1,3.0,0,0,,0,0.0,38,21,0.6,1,,brooks-barden-1
942,Carlos Harris,North Texas,CUSA,12,6,21,3.5,0,1.8,61,727,11.9,7,60.6,67,748,11.2,7,,carlos-harris-1
943,Darren Carrington*,Oregon,Pac-12,7,1,21,21.0,0,3.0,32,609,19.0,6,87.0,33,630,19.1,6,,darren-carrington-1
944,Dezmond Wortham,Wake Forest,ACC,11,9,21,2.3,0,1.9,1,13,13.0,0,1.2,10,34,3.4,0,,dezmond-wortham-1
945,Garrett Swanson,Fresno State,MWC,12,1,21,21.0,0,1.8,0,0,,0,0.0,1,21,21.0,0,,garrett-swanson-1
946,Reginald Davis*,Texas Tech,Big 12,13,1,21,21.0,0,1.6,38,536,14.1,8,41.2,39,557,14.3,8,,reginald-davis-1
947,Russell Bellomy,UTSA,CUSA,3,7,21,3.0,0,7.0,0,0,,0,0.0,7,21,3.0,0,,russell-bellomy-1
948,Samajie Grant*,Arizona,Pac-12,12,4,21,5.3,0,1.8,31,301,9.7,2,25.1,35,322,9.2,2,,samajie-grant-1
949,Tyrell Johnson*,Arizona,Pac-12,7,5,21,4.2,0,3.0,5,41,8.2,1,5.9,10,62,6.2,1,,tyrell-johnson-2
950,Artavis Scott*,Clemson,ACC,15,6,20,3.3,1,1.3,93,901,9.7,6,60.1,99,921,9.3,7,,artavis-scott-1
951,Drew Morgan*,Arkansas,SEC,13,4,20,5.0,0,1.5,63,843,13.4,10,64.8,67,863,12.9,10,,drew-morgan-1
952,Hunter Sharp*,Utah State,MWC,11,8,20,2.5,0,1.8,71,835,11.8,9,75.9,79,855,10.8,9,,hunter-sharp-1
953,Jaleel Awini,Colorado,Pac-12,12,4,20,5.0,0,1.7,0,0,,0,0.0,4,20,5.0,0,,jaleel-awini-1
954,Justin Goodwin,Rutgers,Big Ten,12,11,20,1.8,1,1.7,13,93,7.2,0,7.8,24,113,4.7,1,,justin-goodwin-1
955,Juwan Lewis,Eastern Michigan,MAC,11,4,20,5.0,0,1.8,0,0,,0,0.0,4,20,5.0,0,,juwan-lewis-1
956,Kent Berger*,Ohio,MAC,7,1,20,20.0,0,2.9,0,0,,0,0.0,1,20,20.0,0,,kent-berger-1
957,Myles Campbell*,Georgia Southern,Sun Belt,13,1,20,20.0,1,1.5,8,130,16.3,0,10.0,9,150,16.7,1,,myles-campbell-1
958,Nicholas Conte,Virginia,ACC,12,2,20,10.0,0,1.7,0,0,,0,0.0,2,20,10.0,0,,nicholas-conte-1
959,Rashard Higgins*,Colorado State,MWC,12,1,20,20.0,0,1.7,75,1062,14.2,8,88.5,76,1082,14.2,8,,rashard-higgins-1
960,Ricky Jones*,Indiana,Big Ten,13,2,20,10.0,0,1.5,54,906,16.8,5,69.7,56,926,16.5,5,,ricky-jones-1
961,Ridge Jones*,New Mexico,MWC,12,1,20,20.0,0,1.7,4,31,7.8,0,2.6,5,51,10.2,0,,ridge-jones-1
962,Ronnie Clark*,Alabama,SEC,3,5,20,4.0,0,6.7,0,0,,0,0.0,5,20,4.0,0,,ronnie-clark-1
963,Ryan Davis*,Auburn,SEC,8,2,20,10.0,0,2.5,0,0,,0,0.0,2,20,10.0,0,,ryan-davis-5
964,Tommylee Lewis*,Northern Illinois,MAC,10,8,20,2.5,0,2.0,34,398,11.7,3,39.8,42,418,10.0,3,,tommylee-lewis-1
965,Antonio Callaway*,Florida,SEC,14,3,19,6.3,0,1.4,35,678,19.4,4,48.4,38,697,18.3,4,,antonio-callaway-1
966,Corey Willis*,Central Michigan,MAC,13,9,19,2.1,0,1.5,37,564,15.2,5,43.4,46,583,12.7,5,,corey-willis-1
967,Karan Higdon*,Michigan,Big Ten,3,11,19,1.7,0,6.3,1,3,3.0,0,1.0,12,22,1.8,0,,karan-higdon-1
968,Marchie Murdock,Illinois,Big Ten,10,1,19,19.0,0,1.9,20,194,9.7,3,19.4,21,213,10.1,3,,marchie-murdock-1
969,Marquan Greene*,Georgia State,Sun Belt,11,6,19,3.2,0,1.7,0,0,,0,0.0,6,19,3.2,0,,marquan-greene-1
970,Phillip-Michael Williams*,Michigan State,Big Ten,1,4,19,4.8,0,19.0,0,0,,0,0.0,4,19,4.8,0,,phillip-michael-williams-1
971,Quinton Pedroza,Hawaii,MWC,6,3,19,6.3,0,3.2,23,294,12.8,1,49.0,26,313,12.0,1,,quinton-pedroza-2
972,Tarean Folston*,Notre Dame,Ind,1,3,19,6.3,0,19.0,0,0,,0,0.0,3,19,6.3,0,,tarean-folston-1
973,Trey Ellis,Vanderbilt,SEC,11,1,19,19.0,0,1.7,0,0,,0,0.0,1,19,19.0,0,,trey-ellis-1
974,Alex Delton*,Kansas State,Big 12,3,4,18,4.5,0,6.0,0,0,,0,0.0,4,18,4.5,0,,alex-delton-1
975,Cole Webb*,California,Pac-12,1,3,18,6.0,0,18.0,0,0,,0,0.0,3,18,6.0,0,,cole-webb-1
976,Corey Bennett*,Oklahoma State,Big 12,1,2,18,9.0,0,18.0,0,0,,0,0.0,2,18,9.0,0,,corey-bennett-1
977,Corvin Lamb*,Louisville,ACC,13,7,18,2.6,0,1.4,0,0,,0,0.0,7,18,2.6,0,,corvin-lamb-1
978,Devin Glenn,Tulane,American,7,4,18,4.5,0,2.6,2,5,2.5,0,0.7,6,23,3.8,0,,devin-glenn-1
979,Elijah Staley*,Mississippi State,SEC,2,3,18,6.0,0,9.0,0,0,,0,0.0,3,18,6.0,0,,elijah-staley-1
980,Jacky Marcellus*,West Virginia,Big 12,4,8,18,2.3,0,4.5,1,23,23.0,0,5.8,9,41,4.6,0,,jacky-marcellus-1
981,Josh Grady*,Florida,SEC,5,3,18,6.0,0,3.6,1,25,25.0,0,5.0,4,43,10.8,0,,josh-grady-1
982,Marcus McMaryion,Oregon State,Pac-12,7,16,18,1.1,1,2.6,0,0,,0,0.0,16,18,1.1,1,,marcus-mcmaryion-1
983,Morgan Steward,Missouri,SEC,3,10,18,1.8,0,6.0,0,0,,0,0.0,10,18,1.8,0,,morgan-steward-1
984,Ralph Kinne*,Washington,Pac-12,5,7,18,2.6,0,3.6,0,0,,0,0.0,7,18,2.6,0,,ralph-kinne-1
985,Ross Douglas*,Michigan,Big Ten,6,10,18,1.8,0,3.0,0,0,,0,0.0,10,18,1.8,0,,ross-douglas-1
986,Ross Taylor-Douglas*,Michigan,Big Ten,5,10,18,1.8,0,3.6,0,0,,0,0.0,10,18,1.8,0,,ross-taylor-douglas-1
987,Serge Trezy*,Wisconsin,Big Ten,5,6,18,3.0,0,3.6,0,0,,0,0.0,6,18,3.0,0,,serge-trezy-1
988,Will Bush*,Western Kentucky,CUSA,6,2,18,9.0,1,3.0,1,8,8.0,0,1.3,3,26,8.7,1,,will-bush-1
989,Bobo Beathard*,Appalachian State,Sun Belt,12,1,17,17.0,1,1.4,14,265,18.9,3,22.1,15,282,18.8,4,,bobo-beathard-1
990,Brisly Estime,Syracuse,ACC,11,6,17,2.8,0,1.5,17,293,17.2,2,26.6,23,310,13.5,2,,brisly-estime-1
991,Case Harrison*,Florida,SEC,3,5,17,3.4,0,5.7,0,0,,0,0.0,5,17,3.4,0,,case-harrison-1
992,Colby Hansen*,BYU,Ind,1,5,17,3.4,0,17.0,0,0,,0,0.0,5,17,3.4,0,,colby-hansen-1
993,Dede Westbrook*,Oklahoma,Big 12,13,5,17,3.4,0,1.3,46,743,16.2,4,57.2,51,760,14.9,4,,dede-westbrook-1
994,Dominique Heath*,Kansas State,Big 12,13,3,17,5.7,0,1.3,28,313,11.2,3,24.1,31,330,10.6,3,,dominique-heath-1
995,Dominique Heath*,Kansas State,Big 12,13,3,17,5.7,0,1.3,28,313,11.2,3,24.1,31,330,10.6,3,,dominique-heath-2
996,Juan Day*,Arkansas,SEC,1,4,17,4.3,0,17.0,0,0,,0,0.0,4,17,4.3,0,,juan-day-1
997,Montay Crockett*,Georgia Southern,Sun Belt,12,2,17,8.5,0,1.4,1,31,31.0,1,2.6,3,48,16.0,1,,montay-crockett-1
998,Nick Vigil*,Utah State,MWC,13,6,17,2.8,1,1.3,0,0,,0,0.0,6,17,2.8,1,,nick-vigil-1
999,Sean Kelly,South Carolina,SEC,12,1,17,17.0,0,1.4,0,0,,0,0.0,1,17,17.0,0,,sean-kelly-1
1000,Adam Schulz*,Houston,American,2,3,16,5.3,1,8.0,0,0,,0,0.0,3,16,5.3,1,,adam-schulz-1
1001,Brian Vaughn,UTSA,CUSA,3,4,16,4.0,0,5.3,0,0,,0,0.0,4,16,4.0,0,,brian-vaughn-1
1002,Jordan Vaden*,Colorado State,MWC,11,1,16,16.0,0,1.5,11,184,16.7,0,16.7,12,200,16.7,0,,jordan-vaden-1
1003,Kennedy Williams*,Utah State,MWC,13,3,16,5.3,0,1.2,6,61,10.2,0,4.7,9,77,8.6,0,,kennedy-williams-1
1004,Phillip Ely*,Toledo,MAC,12,26,16,0.6,1,1.3,0,0,,0,0.0,26,16,0.6,1,,phillip-ely-1
1005,Torii Hunter Jr.*,Notre Dame,Ind,13,5,16,3.2,0,1.2,28,363,13.0,2,27.9,33,379,11.5,2,,torii-hunter-jr-1
1006,Trent Domingue*,LSU,SEC,12,1,16,16.0,1,1.3,0,0,,0,0.0,1,16,16.0,1,,trent-domingue-1
1007,Coleman Key*,Colorado State,MWC,6,9,15,1.7,0,2.5,0,0,,0,0.0,9,15,1.7,0,,coleman-key-1
1008,Derek Keaton*,Georgia Southern,Sun Belt,13,1,15,15.0,0,1.2,6,49,8.2,1,3.8,7,64,9.1,1,,derek-keaton-2
1009,Derrick Gore*,Alabama,SEC,7,6,15,2.5,0,2.1,0,0,,0,0.0,6,15,2.5,0,,derrick-gore-1
1010,Imani Davis*,Akron,MAC,13,4,15,3.8,0,1.2,46,593,12.9,3,45.6,50,608,12.2,3,,imani-davis-1
1011,Jauan Jennings*,Tennessee,SEC,11,7,15,2.1,0,1.4,14,149,10.6,0,13.5,21,164,7.8,0,,jauan-jennings-1
1012,J.J. Jones*,Oregon,Pac-12,1,4,15,3.8,0,15.0,0,0,,0,0.0,4,15,3.8,0,,jj-jones-4
1013,Josh Rosen*,UCLA,Pac-12,13,37,15,0.4,2,1.2,0,0,,0,0.0,37,15,0.4,2,,josh-rosen-1
1014,Macgarrett Kings Jr.*,Michigan State,Big Ten,13,4,15,3.8,0,1.2,40,519,13.0,5,39.9,44,534,12.1,5,,macgarrett-kings-jr-1
1015,Robby Anderson*,Temple,American,14,4,15,3.8,0,1.1,70,939,13.4,7,67.1,74,954,12.9,7,,robby-anderson-1
1016,Sam Bergen,Rutgers,Big Ten,12,1,15,15.0,0,1.3,5,49,9.8,0,4.1,6,64,10.7,0,,sam-bergen-1
1017,Stacy Coley*,Miami (FL),ACC,11,1,15,15.0,0,1.4,48,693,14.4,4,63.0,49,708,14.4,4,,stacy-coley-1
1018,Tyraiq Beals*,Connecticut,American,13,1,15,15.0,0,1.2,24,275,11.5,2,21.2,25,290,11.6,2,,tyraiq-beals-1
1019,Ardarius Stewart*,Alabama,SEC,15,5,14,2.8,0,0.9,63,700,11.1,4,46.7,68,714,10.5,4,,ardarius-stewart-1
1020,Aston Walter,Rice,CUSA,9,5,14,2.8,0,1.6,1,4,4.0,0,0.4,6,18,3.0,0,,aston-walter-1
1021,Brad Smith*,Toledo,MAC,4,4,14,3.5,0,3.5,0,0,,0,0.0,4,14,3.5,0,,brad-smith-8
1022,Clay Holgorsen*,Memphis,American,4,4,14,3.5,0,3.5,0,0,,0,0.0,4,14,3.5,0,,clay-holgorsen-1
1023,Corbin White,UTSA,CUSA,2,4,14,3.5,0,7.0,1,14,14.0,0,7.0,5,28,5.6,0,,corbin-white-1
1024,Derrick Dick,UTSA,CUSA,12,7,14,2.0,0,1.2,1,5,5.0,0,0.4,8,19,2.4,0,,derrick-dick-1
1025,Donte Jackson*,LSU,SEC,12,1,14,14.0,0,1.2,0,0,,0,0.0,1,14,14.0,0,,donte-jackson-1
1026,Kenny Bias,UTSA,CUSA,8,3,14,4.7,0,1.8,4,54,13.5,0,6.8,7,68,9.7,0,,kenny-bias-1
1027,Kenny Golladay*,Northern Illinois,MAC,14,9,14,1.6,1,1.0,73,1129,15.5,10,80.6,82,1143,13.9,11,,kenny-golladay-1
1028,Michael Walker,Boston College,ACC,12,1,14,14.0,0,1.2,2,41,20.5,0,3.4,3,55,18.3,0,,michael-walker-2
1029,Stefan Smith*,USC,Pac-12,1,3,14,4.7,0,14.0,0,0,,0,0.0,3,14,4.7,0,,stefan-smith-1
1030,Tavares Martin Jr.*,Washington State,Pac-12,12,3,14,4.7,0,1.2,16,124,7.8,1,10.3,19,138,7.3,1,,tavares-martin-jr-1
1031,Tucker Tuberville*,Auburn,SEC,1,2,14,7.0,0,14.0,0,0,,0,0.0,2,14,7.0,0,,tucker-tuberville-1
1032,Akilian Butler*,Boise State,MWC,10,2,13,6.5,1,1.3,2,21,10.5,0,2.1,4,34,8.5,1,,akilian-butler-1
1033,Daniel Braverman*,Western Michigan,MAC,13,2,13,6.5,0,1.0,109,1377,12.6,13,105.9,111,1390,12.5,13,,daniel-braverman-1
1034,David Yancey,Purdue,Big Ten,11,5,13,2.6,0,1.2,2,11,5.5,0,1.0,7,24,3.4,0,,david-yancey-2
1035,Demarcus Godfrey*,Georgia Southern,Sun Belt,10,2,13,6.5,0,1.3,0,0,,0,0.0,2,13,6.5,0,,demarcus-godfrey-1
1036,Deonte Clyburn*,Colorado State,MWC,13,1,13,13.0,0,1.0,0,0,,0,0.0,1,13,13.0,0,,deonte-clyburn-1
1037,Jhajuan Seales*,Oklahoma State,Big 12,11,1,13,13.0,0,1.2,18,321,17.8,2,29.2,19,334,17.6,2,,jhajuan-seales-1
1038,Justin Hobbs*,Tulsa,American,13,3,13,4.3,0,1.0,32,551,17.2,2,42.4,35,564,16.1,2,,justin-hobbs-1
1039,Justin Wain*,Connecticut,American,13,1,13,13.0,0,1.0,0,0,,0,0.0,1,13,13.0,0,,justin-wain-1
1040,Kirk Merritt*,Oregon,Pac-12,11,3,13,4.3,0,1.2,5,61,12.2,0,5.5,8,74,9.3,0,,kirk-merritt-1
1041,Marcel Joly*,Iowa,Big Ten,2,2,13,6.5,0,6.5,0,0,,0,0.0,2,13,6.5,0,,marcel-joly-1
1042,Nick O'Toole*,West Virginia,Big 12,13,1,13,13.0,0,1.0,0,0,,0,0.0,1,13,13.0,0,,nick-otoole-1
1043,OJ Clark,New Mexico State,Sun Belt,3,2,13,6.5,0,4.3,1,7,7.0,0,2.3,3,20,6.7,0,,oj-clark-1
1044,Peyton Hall,UTSA,CUSA,4,3,13,4.3,0,3.3,0,0,,0,0.0,3,13,4.3,0,,peyton-hall-1
1045,Pig Howard*,Tennessee,SEC,2,2,13,6.5,0,6.5,1,8,8.0,0,4.0,3,21,7.0,0,,pig-howard-1
1046,Ryan Burns*,Stanford,Pac-12,4,4,13,3.3,0,3.3,0,0,,0,0.0,4,13,3.3,0,,ryan-burns-1
1047,Terrell Johnson*,Boise State,MWC,12,1,13,13.0,0,1.1,4,9,2.3,0,0.8,5,22,4.4,0,,terrell-johnson-5
1048,Tommy Openshaw,Vanderbilt,SEC,12,1,13,13.0,0,1.1,0,0,,0,0.0,1,13,13.0,0,,tommy-openshaw-1
1049,Travin Dural*,LSU,SEC,11,3,13,4.3,0,1.2,28,533,19.0,3,48.5,31,546,17.6,3,,travin-dural-1
1050,Ben Lewis,Syracuse,ACC,9,5,12,2.4,0,1.3,18,208,11.6,1,23.1,23,220,9.6,1,,ben-lewis-2
1051,Callen Hightower,Idaho,Sun Belt,11,2,12,6.0,0,1.1,57,749,13.1,2,68.1,59,761,12.9,2,,callen-hightower-1
1052,Chaz Anderson*,Boise State,MWC,13,2,12,6.0,0,0.9,42,578,13.8,3,44.5,44,590,13.4,3,,chaz-anderson-1
1053,Dallas Tidwell,Troy,Sun Belt,9,4,12,3.0,0,1.3,0,0,,0,0.0,4,12,3.0,0,,dallas-tidwell-1
1054,Darrion Hancock*,San Jose State,MWC,4,4,12,3.0,0,3.0,1,4,4.0,0,1.0,5,16,3.2,0,,darrion-hancock-1
1055,DeAndre Thompkins*,Penn State,Big Ten,13,5,12,2.4,1,0.9,3,33,11.0,0,2.5,8,45,5.6,1,,deandre-thompkins-1
1056,Demetrius Frazier*,Middle Tennessee State,CUSA,13,2,12,6.0,0,0.9,28,191,6.8,1,14.7,30,203,6.8,1,,demetrius-frazier-1
1057,Diquon Woodhouse*,New Mexico,MWC,11,7,12,1.7,1,1.1,0,0,,0,0.0,7,12,1.7,1,,diquon-woodhouse-1
1058,Eric Davidson*,Appalachian State,Sun Belt,13,6,12,2.0,0,0.9,0,0,,0,0.0,6,12,2.0,0,,eric-davidson-1
1059,Grayson Muehlstein*,Texas Christian,Big 12,1,3,12,4.0,0,12.0,0,0,,0,0.0,3,12,4.0,0,,grayson-muehlstein-1
1060,Greg Stroman*,Virginia Tech,ACC,13,7,12,1.7,0,0.9,0,0,,0,0.0,7,12,1.7,0,,greg-stroman-1
1061,Jack Milas,Ball State,MAC,12,6,12,2.0,0,1.0,0,0,,0,0.0,6,12,2.0,0,,jack-milas-1
1062,Mark Herndon*,Florida,SEC,14,4,12,3.0,0,0.9,1,9,9.0,0,0.6,5,21,4.2,0,,mark-herndon-1
1063,Nick Bingham,Texas State,Sun Belt,3,5,12,2.4,1,4.0,0,0,,0,0.0,5,12,2.4,1,,nick-bingham-1
1064,Sam B. Richardson,Iowa State,Big 12,8,47,12,0.3,1,1.5,0,0,,0,0.0,47,12,0.3,1,,sam-b-richardson-1
1065,Teddy Ruben,Troy,Sun Belt,12,2,12,6.0,0,1.0,63,879,14.0,9,73.3,65,891,13.7,9,,teddy-ruben-1
1066,Tim Gay,Texas State,Sun Belt,10,1,12,12.0,0,1.2,1,17,17.0,0,1.7,2,29,14.5,0,,tim-gay-1
1067,Corey Davis*,Western Michigan,MAC,13,1,11,11.0,0,0.8,90,1436,16.0,12,110.5,91,1447,15.9,12,,corey-davis-3
1068,De'Andre Montgomery,Miami (OH),MAC,10,1,11,11.0,0,1.1,0,0,,0,0.0,1,11,11.0,0,,deandre-montgomery-1
1069,Gabe Myles*,Mississippi State,SEC,10,7,11,1.6,1,1.1,12,175,14.6,2,17.5,19,186,9.8,3,,gabe-myles-1
1070,Hakeem Lawrence*,Akron,MAC,13,6,11,1.8,0,0.8,1,12,12.0,0,0.9,7,23,3.3,0,,hakeem-lawrence-1
1071,Herb Waters*,Miami (FL),ACC,13,2,11,5.5,0,0.8,41,624,15.2,1,48.0,43,635,14.8,1,,herb-waters-1
1072,Jacom Brimhall*,Arizona State,Pac-12,8,3,11,3.7,0,1.4,0,0,,0,0.0,3,11,3.7,0,,jacom-brimhall-1
1073,Jalan McClendon*,North Carolina State,ACC,7,5,11,2.2,0,1.6,0,0,,0,0.0,5,11,2.2,0,,jalan-mcclendon-1
1074,Jesus Wilson*,Florida State,ACC,13,3,11,3.7,0,0.8,58,622,10.7,3,47.8,61,633,10.4,3,,jesus-wilson-1
1075,Joe Hansley*,Colorado State,MWC,13,3,11,3.7,0,0.8,28,415,14.8,6,31.9,31,426,13.7,6,,joe-hansley-1
1076,Kolby Listenbee*,Texas Christian,Big 12,11,1,11,11.0,0,1.0,30,597,19.9,5,54.3,31,608,19.6,5,,kolby-listenbee-1
1077,Logan Cooke*,Mississippi State,SEC,13,1,11,11.0,0,0.8,0,0,,0,0.0,1,11,11.0,0,,logan-cooke-1
1078,Lumi Kaba,Texas State,Sun Belt,12,1,11,11.0,0,0.9,0,0,,0,0.0,1,11,11.0,0,,lumi-kaba-1
1079,Malcolm Culmer,Maryland,Big Ten,12,1,11,11.0,0,0.9,15,221,14.7,2,18.4,16,232,14.5,2,,malcolm-culmer-1
1080,Mitchell Juergens*,BYU,Ind,13,3,11,3.7,0,0.8,37,471,12.7,2,36.2,40,482,12.1,2,,mitchell-juergens-1
1081,Mitchell Paige*,Indiana,Big Ten,13,3,11,3.7,0,0.8,57,684,12.0,6,52.6,60,695,11.6,6,,mitchell-paige-1
1082,Nick Jacobs*,Memphis,American,7,1,11,11.0,0,1.6,0,0,,0,0.0,1,11,11.0,0,,nick-jacobs-1
1083,Penny Hart*,Georgia State,Sun Belt,13,3,11,3.7,0,0.8,71,1099,15.5,8,84.5,74,1110,15.0,8,,penny-hart-1
1084,Rod Talley,South Carolina,SEC,12,2,11,5.5,0,0.9,0,0,,0,0.0,2,11,5.5,0,,rod-talley-1
1085,Stephan Johnson,Texas State,Sun Belt,12,2,11,5.5,0,0.9,0,0,,0,0.0,2,11,5.5,0,,stephan-johnson-1
1086,Thomas Banks*,Georgia Southern,Sun Belt,4,7,11,1.6,0,2.8,0,0,,0,0.0,7,11,1.6,0,,thomas-banks-2
1087,Tyler Fox*,Utah State,MWC,13,1,11,11.0,0,0.8,5,75,15.0,0,5.8,6,86,14.3,0,,tyler-fox-1
1088,William Stanback,UCF,American,2,12,11,0.9,0,5.5,1,3,3.0,0,1.5,13,14,1.1,0,,william-stanback-1
1089,Chris Moore*,Cincinnati,American,12,2,10,5.0,0,0.8,40,870,21.8,7,72.5,42,880,21.0,7,,chris-moore-4
1090,Deforest Buckner*,Oregon,Pac-12,13,1,10,10.0,0,0.8,0,0,,0,0.0,1,10,10.0,0,,deforest-buckner-1
1091,Ike Lewis*,Appalachian State,Sun Belt,12,2,10,5.0,0,0.8,11,158,14.4,1,13.2,13,168,12.9,1,,ike-lewis-2
1092,James Washington*,Oklahoma State,Big 12,13,1,10,10.0,0,0.8,53,1087,20.5,10,83.6,54,1097,20.3,10,,james-washington-5
1093,Jamir Tillman*,Navy,American,13,2,10,5.0,0,0.8,29,597,20.6,5,45.9,31,607,19.6,5,,jamir-tillman-1
1094,Jaquan White,UTEP,CUSA,12,3,10,3.3,0,0.8,41,494,12.0,7,41.2,44,504,11.5,7,,jaquan-white-1
1095,Keller Chryst*,Stanford,Pac-12,4,6,10,1.7,0,2.5,0,0,,0,0.0,6,10,1.7,0,,keller-chryst-1
1096,Leighton Vander Esch*,Boise State,MWC,12,1,10,10.0,0,0.8,0,0,,0,0.0,1,10,10.0,0,,leighton-vander-esch-1
1097,Marcus McGill,Buffalo,MAC,12,1,10,10.0,0,0.8,50,581,11.6,4,48.4,51,591,11.6,4,,marcus-mcgill-1
1098,Marvin Hall*,Washington,Pac-12,12,2,10,5.0,0,0.8,9,206,22.9,1,17.2,11,216,19.6,1,,marvin-hall-1
1099,Nacarius Fant*,Western Kentucky,CUSA,14,2,10,5.0,1,0.7,13,159,12.2,0,11.4,15,169,11.3,1,,nacarius-fant-1
1100,Pat McFadden*,Stanford,Pac-12,1,3,10,3.3,0,10.0,0,0,,0,0.0,3,10,3.3,0,,pat-mcfadden-1
1101,Steven Williams*,Florida State,ACC,1,4,10,2.5,0,10.0,0,0,,0,0.0,4,10,2.5,0,,steven-williams-1
1102,Toloa'I Ho Ching*,BYU,Ind,8,2,10,5.0,0,1.3,0,0,,0,0.0,2,10,5.0,0,,toloai-ho-ching-1
1103,Trey Holtz,Texas,Big 12,11,2,10,5.0,0,0.9,0,0,,0,0.0,2,10,5.0,0,,trey-holtz-1
1104,Turner Smiley,North Texas,CUSA,11,1,10,10.0,0,0.9,25,255,10.2,1,23.2,26,265,10.2,1,,turner-smiley-1
1105,Zack Rogers*,New Mexico,MWC,13,3,10,3.3,0,0.8,0,0,,0,0.0,3,10,3.3,0,,zach-rogers-3
1106,Brett Winnegan,UTSA,CUSA,11,2,9,4.5,0,0.8,2,10,5.0,0,0.9,4,19,4.8,0,,brett-winnegan-1
1107,Chase Forrest*,California,Pac-12,3,3,9,3.0,0,3.0,0,0,,0,0.0,3,9,3.0,0,,chase-forrest-1
1108,DeAndre McNeal,Texas,Big 12,9,1,9,9.0,0,1.0,0,0,,0,0.0,1,9,9.0,0,,deandre-mcneal-1
1109,D.J. Moore,Maryland,Big Ten,12,1,9,9.0,0,0.8,25,357,14.3,3,29.8,26,366,14.1,3,,dj-moore-3
1110,Ernest Calhoun,Kent State,MAC,11,4,9,2.3,0,0.8,19,224,11.8,3,20.4,23,233,10.1,3,,ernest-calhoun-1
1111,Freddie Stevenson*,Florida State,ACC,12,3,9,3.0,0,0.8,9,64,7.1,0,5.3,12,73,6.1,0,,freddie-stevenson-1
1112,Jack Allen*,Michigan State,Big Ten,12,1,9,9.0,1,0.8,0,0,,0,0.0,1,9,9.0,1,,jack-allen-2
1113,Jackson Porter,Massachusetts,MAC,9,1,9,9.0,0,1.0,1,7,7.0,0,0.8,2,16,8.0,0,,jackson-porter-1
1114,Keyan Williams,Fresno State,MWC,5,1,9,9.0,0,1.8,7,34,4.9,0,6.8,8,43,5.4,0,,keyan-williams-1
1115,Malcolm Robinson,Buffalo,MAC,9,2,9,4.5,0,1.0,6,69,11.5,0,7.7,8,78,9.8,0,,malcolm-robinson-1
1116,Quayvon Hicks*,Georgia,SEC,12,4,9,2.3,0,0.8,3,34,11.3,0,2.8,7,43,6.1,0,,quayvon-hicks-1
1117,Todd Boyd*,Georgia State,Sun Belt,13,1,9,9.0,0,0.7,25,296,11.8,2,22.8,26,305,11.7,2,,todd-boyd-1
1118,Tony Daniel,Buffalo,MAC,4,2,9,4.5,1,2.3,0,0,,0,0.0,2,9,4.5,1,,tony-daniel-1
1119,Ventell Bryant*,Temple,American,14,1,9,9.0,0,0.6,39,579,14.8,3,41.4,40,588,14.7,3,,ventell-bryant-1
1120,Wyatt Shallman*,Michigan,Big Ten,1,3,9,3.0,0,9.0,0,0,,0,0.0,3,9,3.0,0,,wyatt-shallman-1
1121,Blake Wright*,Nevada,MWC,9,4,8,2.0,0,0.9,0,0,,0,0.0,4,8,2.0,0,,blake-wright-1
1122,Brian Williams,Louisiana-Monroe,Sun Belt,6,6,8,1.3,0,1.3,0,0,,0,0.0,6,8,1.3,0,,brian-williams-14
1123,Chris Streveler*,Minnesota,Big Ten,5,4,8,2.0,0,1.6,1,4,4.0,0,0.8,5,12,2.4,0,,chris-streveler-1
1124,Colin Downing,Iowa State,Big 12,12,1,8,8.0,0,0.7,0,0,,0,0.0,1,8,8.0,0,,colin-downing-1
1125,Cooper Bateman*,Alabama,SEC,15,5,8,1.6,0,0.5,0,0,,0,0.0,5,8,1.6,0,,cooper-bateman-1
1126,Desroy Maxwell*,Northern Illinois,MAC,14,2,8,4.0,0,0.6,20,221,11.1,3,15.8,22,229,10.4,3,,desroy-maxwell-1
1127,Drake Kulick*,Iowa,Big Ten,13,3,8,2.7,0,0.6,1,22,22.0,0,1.7,4,30,7.5,0,,drake-kulick-1
1128,Effrem Reed,Louisiana,Sun Belt,5,2,8,4.0,0,1.6,1,4,4.0,0,0.8,3,12,4.0,0,,effrem-reed-1
1129,Fred McRae,Miami (OH),MAC,7,2,8,4.0,0,1.1,7,62,8.9,1,8.9,9,70,7.8,1,,fred-mcrae-1
1130,James Quick*,Louisville,ACC,11,1,8,8.0,0,0.7,39,624,16.0,5,56.7,40,632,15.8,5,,james-quick-1
1131,Joseph Ajeigbe*,Duke,ACC,8,4,8,2.0,0,1.0,1,11,11.0,0,1.4,5,19,3.8,0,,joseph-ajeigbe-1
