,,,,,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,-additional
Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
1325,D.J. Thompson*,Southern Mississippi,CUSA,11,1,0,0.0,0,0.0,47,510,10.9,6,46.4,48,510,10.6,6,,dj-thompson-1
1326,Frederick Gammage,Arizona State,Pac-12,12,1,0,0.0,0,0.0,26,334,12.8,2,27.8,27,334,12.4,2,,frederick-gammage-1
1327,Harrison Newman,Connecticut,American,2,4,0,0.0,0,0.0,4,26,6.5,0,13.0,8,26,3.3,0,,harrison-newman-1
1328,Isaiah Graham*,Texas Christian,Big 12,6,1,0,0.0,0,0.0,6,68,11.3,0,11.3,7,68,9.7,0,,isaiah-graham-1
1329,Isaiah Graham*,Texas Christian,Big 12,9,1,0,0.0,0,0.0,6,68,11.3,0,7.6,7,68,9.7,0,,isaiah-graham-3
1330,Jason Smith*,Auburn,SEC,12,1,0,0.0,0,0.0,4,60,15.0,0,5.0,5,60,12.0,0,,jason-smith-5
1331,J.C. Robles*,Colorado State,MWC,1,1,0,0.0,0,0.0,0,0,,0,0.0,1,0,0.0,0,,jc-robles-1
1332,Keegan Metcalf*,Oklahoma State,Big 12,13,1,0,0.0,0,0.0,0,0,,0,0.0,1,0,0.0,0,,keegan-metcalf-1
1333,Lamar Atkins*,Louisville,ACC,13,1,0,0.0,0,0.0,0,0,,0,0.0,1,0,0.0,0,,lamar-atkins-1
1334,Malcolm Robinson,Buffalo,MAC,12,1,0,0.0,0,0.0,22,277,12.6,1,23.1,23,277,12.0,1,,malcolm-robinson-1
1335,Malik Lee,Massachusetts,Ind,11,2,0,0.0,0,0.0,1,22,22.0,0,2.0,3,22,7.3,0,,malik-lee-1
1336,Mitch Lochbihler*,Kansas State,Big 12,12,1,0,0.0,0,0.0,0,0,,0,0.0,1,0,0.0,0,,mitch-lochbihler-1
1337,Nathan Echard,Illinois,Big Ten,12,2,0,0.0,0,0.0,4,51,12.8,0,4.3,6,51,8.5,0,,nathan-echard-1
1338,Price Wilson*,Louisiana Tech,CUSA,4,2,0,0.0,0,0.0,0,0,,0,0.0,2,0,0.0,0,,price-wilson-1
1339,Quaide Weimerskirch*,Georgia Tech,ACC,7,1,0,0.0,0,0.0,0,0,,0,0.0,1,0,0.0,0,,quaide-weimerskirch-1
1340,Quinn Shanbour*,North Texas,CUSA,1,1,0,0.0,0,0.0,0,0,,0,0.0,1,0,0.0,0,,quinn-shanbour-1
1341,Ryan Rubley*,Tulsa,American,4,5,0,0.0,0,0.0,0,0,,0,0.0,5,0,0.0,0,,ryan-rubley-1
1342,Spencer Tears,Northern Illinois,MAC,12,1,0,0.0,0,0.0,1,3,3.0,0,0.3,2,3,1.5,0,,spencer-tears-1
1343,Stanley Morgan Jr.*,Nebraska,Big Ten,13,1,0,0.0,0,0.0,33,453,13.7,2,34.8,34,453,13.3,2,,stanley-morgan-jr-1
1344,Stephon Brown*,Western Kentucky,CUSA,13,1,0,0.0,0,0.0,1,74,74.0,0,5.7,2,74,37.0,0,,stephon-brown-1
1345,Trey Klock*,Georgia Tech,ACC,10,1,0,0.0,0,0.0,0,0,,0,0.0,1,0,0.0,0,,trey-klock-1
1346,Tyler Watts,Texas State,Sun Belt,12,3,0,0.0,0,0.0,43,364,8.5,1,30.3,46,364,7.9,1,,tyler-watts-2
1347,Brady Jones*,UTSA,CUSA,13,1,-1,-1.0,0,-0.1,20,255,12.8,2,19.6,21,254,12.1,2,,brady-jones-2
1348,Budda Baker*,Washington,Pac-12,14,1,-1,-1.0,0,-0.1,0,0,,0,0.0,1,-1,-1.0,0,AA,budda-baker-1
1349,Darrion Pollard,Rice,CUSA,4,2,-1,-0.5,0,-0.3,7,29,4.1,0,7.3,9,28,3.1,0,,darrion-pollard-1
1350,Jamal Jones*,Arkansas State,Sun Belt,2,3,-1,-0.3,0,-0.5,0,0,,0,0.0,3,-1,-0.3,0,,jamal-jones-4
1351,Jared Murphy*,Miami (OH),MAC,13,2,-1,-0.5,0,-0.1,43,552,12.8,5,42.5,45,551,12.2,5,,jared-murphy-1
1352,Joe Hewlett*,Michigan,Big Ten,3,2,-1,-0.5,0,-0.3,0,0,,0,0.0,2,-1,-0.5,0,,joe-hewlett-1
1353,Justin Allen,Fresno State,MWC,11,1,-1,-1.0,0,-0.1,4,36,9.0,0,3.3,5,35,7.0,0,,justin-allen-5
1354,Kesean Strong*,Old Dominion,CUSA,11,3,-1,-0.3,0,-0.1,6,81,13.5,0,7.4,9,80,8.9,0,,kesean-strong-1
1355,King Burke,New Mexico State,Sun Belt,4,1,-1,-1.0,0,-0.3,0,0,,0,0.0,1,-1,-1.0,0,,king-burke-1
1356,Marshall Ellick*,Temple,American,10,1,-1,-1.0,0,-0.1,12,141,11.8,0,14.1,13,140,10.8,0,,marshall-elick-1
1357,Nick Jeanty,New Mexico State,Sun Belt,5,5,-1,-0.2,0,-0.2,0,0,,0,0.0,5,-1,-0.2,0,,nick-jeanty-1
1358,T.J. Rahming,Duke,ACC,12,1,-1,-1.0,0,-0.1,70,742,10.6,1,61.8,71,741,10.4,1,,tj-rahming-1
1359,Tre Wilcoxen,New Mexico State,Sun Belt,7,1,-1,-1.0,0,-0.1,0,0,,0,0.0,1,-1,-1.0,0,,tre-wilcoxen-1
1360,Trishton Jackson,Michigan State,Big Ten,8,1,-1,-1.0,0,-0.1,5,89,17.8,1,11.1,6,88,14.7,1,,trishton-jackson-1
1361,Tristan Payton*,UCF,American,10,2,-1,-0.5,0,-0.1,12,132,11.0,1,13.2,14,131,9.4,1,,tristan-payton-1
1362,Warren Redix,UTEP,CUSA,11,2,-1,-0.5,0,-0.1,12,84,7.0,3,7.6,14,83,5.9,3,,warren-redix-1
1363,Ben Gedeon*,Michigan,Big Ten,13,1,-2,-2.0,0,-0.2,0,0,,0,0.0,1,-2,-2.0,0,,ben-gedeon-1
1364,Corey Acker*,Northwestern,Big Ten,8,4,-2,-0.5,0,-0.3,0,0,,0,0.0,4,-2,-0.5,0,,corey-acker-1
1365,David Ungerer*,Idaho,Sun Belt,11,1,-2,-2.0,0,-0.2,6,27,4.5,0,2.5,7,25,3.6,0,,david-ungerer-1
1366,Devin Gray,Cincinnati,American,12,3,-2,-0.7,0,-0.2,58,860,14.8,5,71.7,61,858,14.1,5,,devin-gray-1
1367,Emiere Scaife,Georgia State,Sun Belt,3,2,-2,-1.0,0,-0.7,0,0,,0,0.0,2,-2,-1.0,0,,emiere-scaife-1
1368,Isaiah Jones*,Southern Mississippi,CUSA,12,1,-2,-2.0,0,-0.2,20,331,16.6,2,27.6,21,329,15.7,2,,isaiah-jones-1
1369,Josiah Deguara,Cincinnati,American,12,1,-2,-2.0,0,-0.2,4,47,11.8,0,3.9,5,45,9.0,0,,josiah-deguara-1
1370,Logan Cooke*,Mississippi State,SEC,10,1,-2,-2.0,0,-0.2,0,0,,0,0.0,1,-2,-2.0,0,,logan-cooke-1
1371,Logan Marchi*,Temple,American,6,1,-2,-2.0,0,-0.3,0,0,,0,0.0,1,-2,-2.0,0,,logan-marchi-1
1372,Marquez McNair*,UTSA,CUSA,13,1,-2,-2.0,0,-0.2,24,271,11.3,3,20.8,25,269,10.8,3,,marquez-mcnair-1
1373,Myken Golden*,Appalachian State,Sun Belt,1,1,-2,-2.0,0,-2.0,0,0,,0,0.0,1,-2,-2.0,0,,myken-golden-1
1374,Tom Hruby*,Northwestern,Big Ten,1,3,-2,-0.7,0,-2.0,0,0,,0,0.0,3,-2,-0.7,0,,tom-hruby-2
1375,Tommy Openshaw*,Vanderbilt,SEC,13,1,-2,-2.0,0,-0.2,0,0,,0,0.0,1,-2,-2.0,0,,tommy-openshaw-1
1376,Travin Dural*,LSU,SEC,11,1,-2,-2.0,0,-0.2,28,280,10.0,1,25.5,29,278,9.6,1,,travin-dural-1
1377,Tyler Orlosky*,West Virginia,Big 12,13,1,-2,-2.0,0,-0.2,0,0,,0,0.0,1,-2,-2.0,0,,tyler-orlosky-1
1378,Christian Booker*,Arkansas State,Sun Belt,9,1,-3,-3.0,0,-0.3,19,194,10.2,0,21.6,20,191,9.6,0,,christian-booker-1
1379,Conner Manning,Georgia State,Sun Belt,10,27,-3,-0.1,2,-0.3,0,0,,0,0.0,27,-3,-0.1,2,,conner-manning-1
1380,Emanuel Byrd,Marshall,CUSA,11,1,-3,-3.0,0,-0.3,26,242,9.3,3,22.0,27,239,8.9,3,,emanuel-byrd-1
1381,Jake Johnson*,Central Michigan,MAC,3,1,-3,-3.0,0,-1.0,0,0,,0,0.0,1,-3,-3.0,0,,jake-johnson-2
1382,Jared Rice,Fresno State,MWC,12,3,-3,-1.0,0,-0.3,5,17,3.4,2,1.4,8,14,1.8,2,,jared-rice-1
1383,Jonny Linehan*,BYU,Ind,13,1,-3,-3.0,0,-0.2,0,0,,0,0.0,1,-3,-3.0,0,,jonny-linehan-1
1384,Kaare Vedvik,Marshall,CUSA,12,3,-3,-1.0,0,-0.3,0,0,,0,0.0,3,-3,-1.0,0,,kaare-vedvik-1
1385,Korey Robertson*,Southern Mississippi,CUSA,13,1,-3,-3.0,0,-0.2,37,437,11.8,3,33.6,38,434,11.4,3,,korey-robertson-1
1386,Peyton Hall*,UTSA,CUSA,9,1,-3,-3.0,0,-0.3,0,0,,0,0.0,1,-3,-3.0,0,,peyton-hall-1
1387,Riley McCarron*,Iowa,Big Ten,13,2,-3,-1.5,0,-0.2,42,517,12.3,4,39.8,44,514,11.7,4,,riley-mccarron-1
1388,Steven Mitchell*,USC,Pac-12,7,2,-3,-1.5,0,-0.4,24,226,9.4,1,32.3,26,223,8.6,1,,steven-mitchell-1
1389,Terry Juniel,UTEP,CUSA,12,1,-3,-3.0,0,-0.3,9,83,9.2,0,6.9,10,80,8.0,0,,terry-juniel-1
1390,Brad Stewart*,Georgia Tech,ACC,13,1,-4,-4.0,0,-0.3,19,382,20.1,0,29.4,20,378,18.9,0,,brad-stewart-2
1391,Brodrick Yancy*,Temple,American,11,1,-4,-4.0,0,-0.4,24,284,11.8,2,25.8,25,280,11.2,2,,brodrick-yancy-1
1392,Bug Rivera,California,Pac-12,12,2,-4,-2.0,0,-0.3,41,386,9.4,3,32.2,43,382,8.9,3,,bug-rivera-1
1393,Garrett Anderson,Connecticut,American,8,5,-4,-0.8,0,-0.5,0,0,,0,0.0,5,-4,-0.8,0,,garrett-anderson-2
1394,Gunner Kiel,Cincinnati,American,6,7,-4,-0.6,0,-0.7,0,0,,0,0.0,7,-4,-0.6,0,,gunner-kiel-1
1395,Isaac Holder*,Eastern Michigan,MAC,13,1,-4,-4.0,0,-0.3,16,123,7.7,1,9.5,17,119,7.0,1,,isaac-holder-1
1396,Jalani Roberts*,Northwestern,Big Ten,9,3,-4,-1.3,0,-0.4,0,0,,0,0.0,3,-4,-1.3,0,,jalani-roberts-1
1397,Kendrick Mathis*,San Diego State,MWC,9,1,-4,-4.0,0,-0.4,0,0,,0,0.0,1,-4,-4.0,0,,kendrick-mathis-1
1398,Markell Pack,Ole Miss,SEC,12,1,-4,-4.0,0,-0.3,11,157,14.3,1,13.1,12,153,12.8,1,,markell-pack-1
1399,Reggie Davis*,Georgia,SEC,12,1,-4,-4.0,0,-0.3,9,111,12.3,0,9.3,10,107,10.7,0,,reggie-davis-4
1400,Tabari Hines*,Wake Forest,ACC,13,3,-4,-1.3,0,-0.3,38,447,11.8,3,34.4,41,443,10.8,3,,tabari-hines-1
1401,Taijuan Thomas*,Stanford,Pac-12,12,1,-4,-4.0,0,-0.3,1,5,5.0,0,0.4,2,1,0.5,0,,taijuan-thomas-1
1402,Tim White,Arizona State,Pac-12,12,5,-4,-0.8,0,-0.3,56,713,12.7,2,59.4,61,709,11.6,2,,tim-white-1
1403,Zach Werlinger,Arizona,Pac-12,2,2,-4,-2.0,0,-2.0,0,0,,0,0.0,2,-4,-2.0,0,,zach-werlinger-1
1404,Connor Osborne*,Texas Christian,Big 12,1,1,-5,-5.0,0,-5.0,0,0,,0,0.0,1,-5,-5.0,0,,connor-osborne-1
1405,DaMarkus Lodge,Ole Miss,SEC,11,1,-5,-5.0,0,-0.5,15,203,13.5,2,18.5,16,198,12.4,2,,damarkus-lodge-1
1406,Jack Wegher,Purdue,Big Ten,6,4,-5,-1.3,0,-0.8,2,37,18.5,0,6.2,6,32,5.3,0,,jack-wegher-1
1407,Mac Loudermilk*,UCF,American,10,1,-5,-5.0,0,-0.5,0,0,,0,0.0,1,-5,-5.0,0,,mac-loudermilk-1
1408,Robert Foster*,Alabama,SEC,10,1,-5,-5.0,0,-0.5,5,55,11.0,0,5.5,6,50,8.3,0,,robert-foster-1
1409,Ron Coluzzi*,Iowa,Big Ten,13,1,-5,-5.0,0,-0.4,0,0,,0,0.0,1,-5,-5.0,0,,ron-coluzzi-1
1410,Tyler Wilson*,North Texas,CUSA,12,2,-5,-2.5,0,-0.4,13,146,11.2,2,12.2,15,141,9.4,2,,tyler-wilson-4
1411,Zach Allen,Rutgers,Big Ten,2,13,-5,-0.4,0,-2.5,0,0,,0,0.0,13,-5,-0.4,0,,zach-allen-4
1412,A.J. Krawczyk,Texas State,Sun Belt,10,1,-6,-6.0,0,-0.6,1,-3,-3.0,0,-0.3,2,-9,-4.5,0,,aj-krawczyk-1
1413,Austin Maloney,Florida International,CUSA,11,1,-6,-6.0,0,-0.5,20,185,9.3,2,16.8,21,179,8.5,2,,austin-maloney-1
1414,Jawuan Harris,Rutgers,Big Ten,12,7,-6,-0.9,0,-0.5,39,481,12.3,3,40.1,46,475,10.3,3,,jawuan-harris-1
1415,J.T. Granato,Rice,CUSA,4,7,-6,-0.9,1,-1.5,0,0,,0,0.0,7,-6,-0.9,1,,jt-granato-1
1416,Ryan Kay*,Troy,Sun Belt,13,1,-6,-6.0,0,-0.5,0,0,,0,0.0,1,-6,-6.0,0,,ryan-kay-1
1417,Taylor Nunez,Texas Tech,Big 12,12,1,-6,-6.0,0,-0.5,1,15,15.0,0,1.3,2,9,4.5,0,,taylor-nunez-1
1418,Austin Wilson,Syracuse,ACC,2,2,-7,-3.5,0,-3.5,0,0,,0,0.0,2,-7,-3.5,0,,austin-wilson-2
1419,Chaz Anderson*,Boise State,MWC,13,2,-7,-3.5,0,-0.5,30,386,12.9,0,29.7,32,379,11.8,0,,chaz-anderson-1
1420,Erik Baughman,Texas Tech,Big 12,1,1,-7,-7.0,0,-7.0,0,0,,0,0.0,1,-7,-7.0,0,,erik-baughman-1
1421,Jordan Mitchell*,Southern Mississippi,CUSA,2,1,-8,-8.0,0,-4.0,0,0,,0,0.0,1,-8,-8.0,0,,jordan-mitchell-1
1422,Matt Johns,Virginia,ACC,9,6,-8,-1.3,0,-0.9,0,0,,0,0.0,6,-8,-1.3,0,,matt-johns-1
1423,Ryan Willis,Kansas,Big 12,7,38,-8,-0.2,1,-1.1,0,0,,0,0.0,38,-8,-0.2,1,,ryan-willis-2
1424,Tyler Jones,Texas State,Sun Belt,11,115,-8,-0.1,5,-0.7,1,22,22.0,1,2.0,116,14,0.1,6,,tyler-jones-4
1425,Wyatt Schmidt*,USC,Pac-12,11,1,-8,-8.0,0,-0.7,0,0,,0,0.0,1,-8,-8.0,0,,wyatt-schmidt-1
1426,Brett Kean*,South Florida,American,8,4,-9,-2.3,0,-1.1,0,0,,0,0.0,4,-9,-2.3,0,,brett-kean-1
1427,Christian Hagan,Northern Illinois,MAC,12,1,-9,-9.0,0,-0.8,0,0,,0,0.0,1,-9,-9.0,0,,christian-hagan-1
1428,Drew Eckels*,Western Kentucky,CUSA,7,3,-9,-3.0,0,-1.3,0,0,,0,0.0,3,-9,-3.0,0,,drew-eckels-1
1429,Greyson Lambert*,Georgia,SEC,3,4,-9,-2.3,0,-3.0,0,0,,0,0.0,4,-9,-2.3,0,,greyson-lambert-1
1430,Ike Lewis*,Appalachian State,Sun Belt,9,4,-9,-2.3,0,-1.0,18,236,13.1,1,26.2,22,227,10.3,1,,ike-lewis-2
1431,Laquvionte Gonzalez,Kansas,Big 12,12,3,-9,-3.0,0,-0.8,62,729,11.8,3,60.8,65,720,11.1,3,,laquvionte-gonzalez-1
1432,Mike Fafaul,UCLA,Pac-12,12,25,-9,-0.4,0,-0.8,0,0,,0,0.0,25,-9,-0.4,0,,mike-fafaul-1
1433,Steven Sims Jr.,Kansas,Big 12,12,2,-9,-4.5,0,-0.8,72,859,11.9,7,71.6,74,850,11.5,7,,steven-sims-jr-1
1434,Anthony Ratliff-Williams*,North Carolina,ACC,13,2,-10,-5.0,0,-0.8,3,21,7.0,0,1.6,5,11,2.2,0,,anthony-ratliff-williams-1
1435,Eric Laurent,Missouri,SEC,12,1,-10,-10.0,0,-0.8,1,2,2.0,1,0.2,2,-8,-4.0,1,,eric-laurent-1
1436,Nick Schrage*,Army,Ind,8,1,-10,-10.0,0,-1.3,0,0,,0,0.0,1,-10,-10.0,0,,nick-schrage-1
1437,Sean Maguire*,Florida State,ACC,5,1,-10,-10.0,0,-2.0,0,0,,0,0.0,1,-10,-10.0,0,,sean-maguire-1
1438,Conor Rhoda*,Minnesota,Big Ten,3,7,-11,-1.6,0,-3.7,0,0,,0,0.0,7,-11,-1.6,0,,conor-rhoda-1
1439,Cooper Bateman*,Alabama,SEC,15,3,-11,-3.7,0,-0.7,0,0,,0,0.0,3,-11,-3.7,0,,cooper-bateman-1
1440,Johnny Townsend*,Florida,SEC,13,1,-11,-11.0,0,-0.8,0,0,,0,0.0,1,-11,-11.0,0,,johnny-townsend-1
1441,Josh Smith*,Tennessee,SEC,12,1,-11,-11.0,0,-0.9,13,97,7.5,1,8.1,14,86,6.1,1,,josh-smith-10
1442,Kenneth Allen*,Michigan,Big Ten,13,1,-11,-11.0,0,-0.8,0,0,,0,0.0,1,-11,-11.0,0,,kenneth-allen-1
1443,Mitchell Ludwig*,Virginia Tech,ACC,14,1,-11,-11.0,0,-0.8,0,0,,0,0.0,1,-11,-11.0,0,,mitchell-ludwig-1
1444,Alec Morris*,North Texas,CUSA,7,17,-12,-0.7,0,-1.7,0,0,,0,0.0,17,-12,-0.7,0,,alec-morris-1
1445,Austin Parker,Duke,ACC,7,2,-12,-6.0,0,-1.7,0,0,,0,0.0,2,-12,-6.0,0,,austin-parker-2
1446,DaeSean Hamilton*,Penn State,Big Ten,14,1,-12,-12.0,0,-0.9,34,506,14.9,1,36.1,35,494,14.1,1,,daesean-hamilton-1
1447,Jerrod Heard,Texas,Big 12,11,1,-12,-12.0,0,-1.1,24,266,11.1,3,24.2,25,254,10.2,3,,jerrod-heard-1
1448,Justin Martin*,Miami (OH),MAC,11,1,-12,-12.0,0,-1.1,0,0,,0,0.0,1,-12,-12.0,0,,justin-martin-3
1449,Yannis Routsas*,UTSA,CUSA,13,1,-12,-12.0,0,-0.9,0,0,,0,0.0,1,-12,-12.0,0,,yannis-routsas-1
1450,Caleb Rowe*,Maryland,Big Ten,12,9,-13,-1.4,0,-1.1,0,0,,0,0.0,9,-13,-1.4,0,,caleb-rowe-1
1451,C.J. Beathard*,Iowa,Big Ten,13,83,-13,-0.2,2,-1.0,0,0,,0,0.0,83,-13,-0.2,2,,cj-beathard-1
1452,Blake LaRussa*,Old Dominion,CUSA,10,6,-14,-2.3,1,-1.4,0,0,,0,0.0,6,-14,-2.3,1,,blake-larussa-1
1453,Nicholas Conte,Virginia,ACC,12,1,-14,-14.0,0,-1.2,0,0,,0,0.0,1,-14,-14.0,0,,nicholas-conte-1
1454,Brandon Harris*,LSU,SEC,4,4,-15,-3.8,0,-3.8,0,0,,0,0.0,4,-15,-3.8,0,,brandon-harris-4
1455,Jake Bentley*,South Carolina,SEC,7,50,-15,-0.3,0,-2.1,1,12,12.0,0,1.7,51,-3,-0.1,0,,jake-bentley-2
1456,Worth Gregory,East Carolina,American,12,1,-15,-15.0,0,-1.3,0,0,,0,0.0,1,-15,-15.0,0,,worth-gregory-2
1457,Brett Rypien*,Boise State,MWC,13,48,-16,-0.3,2,-1.2,1,33,33.0,1,2.5,49,17,0.3,3,,brett-rypien-1
1458,Nick Gasser,Akron,MAC,12,1,-16,-16.0,0,-1.3,0,0,,0,0.0,1,-16,-16.0,0,,nick-gasser-1
1459,Blake Barnett*,Alabama,SEC,3,7,-17,-2.4,0,-5.7,0,0,,0,0.0,7,-17,-2.4,0,,blake-barnett-2
1460,Chris Tilbey*,USC,Pac-12,13,1,-17,-17.0,0,-1.3,0,0,,0,0.0,1,-17,-17.0,0,,chris-tilbey-1
1461,Connor Brewer,Virginia,ACC,2,3,-17,-5.7,0,-8.5,0,0,,0,0.0,3,-17,-5.7,0,,connor-brewer-1
1462,Kyle Bolin*,Louisville,ACC,6,2,-17,-8.5,0,-2.8,0,0,,0,0.0,2,-17,-8.5,0,,kyle-bolin-1
1463,Ryan Nuss*,Western Kentucky,CUSA,6,1,-17,-17.0,0,-2.8,0,0,,0,0.0,1,-17,-17.0,0,,ryan-nuss-1
1464,Ty Storey*,Arkansas,SEC,3,2,-17,-8.5,0,-5.7,0,0,,0,0.0,2,-17,-8.5,0,,ty-storey-1
1465,Tom Sheldon*,North Carolina,ACC,13,1,-18,-18.0,0,-1.4,0,0,,0,0.0,1,-18,-18.0,0,,tom-sheldon-1
1466,Drew Hare,Northern Illinois,MAC,6,16,-19,-1.2,1,-3.2,0,0,,0,0.0,16,-19,-1.2,1,,drew-hare-1
1467,Ethan Wood*,Wyoming,MWC,14,1,-20,-20.0,0,-1.4,0,0,,0,0.0,1,-20,-20.0,0,,ethan-wood-1
1468,Sterling Stowers*,Arkansas State,Sun Belt,12,1,-20,-20.0,0,-1.7,11,82,7.5,1,6.8,12,62,5.2,1,,sterling-stowers-1
1469,Cooper Rush*,Central Michigan,MAC,13,68,-21,-0.3,1,-1.6,1,1,1.0,0,0.1,69,-20,-0.3,1,,cooper-rush-1
1470,Ross Comis,Massachusetts,Ind,4,28,-22,-0.8,1,-5.5,0,0,,0,0.0,28,-22,-0.8,1,,ross-comis-1
1471,Drew Barker*,Kentucky,SEC,3,14,-23,-1.6,0,-7.7,0,0,,0,0.0,14,-23,-1.6,0,,drew-barker-1
1472,Max Browne*,USC,Pac-12,9,9,-23,-2.6,0,-2.6,0,0,,0,0.0,9,-23,-2.6,0,,max-browne-1
1473,Zach Smith*,Baylor,Big 12,10,25,-26,-1.0,1,-2.6,1,3,3.0,0,0.3,26,-23,-0.9,1,,zach-smith-6
1474,Max Bortenschlager*,Maryland,Big Ten,2,12,-27,-2.3,0,-13.5,0,0,,0,0.0,12,-27,-2.3,0,,max-bortenschlager-1
1475,Ryker Fyfe*,Nebraska,Big Ten,8,16,-28,-1.8,1,-3.5,0,0,,0,0.0,16,-28,-1.8,1,,ryker-fyfe-1
1476,Dane Evans*,Tulsa,American,13,47,-29,-0.6,4,-2.2,0,0,,0,0.0,47,-29,-0.6,4,,dane-evans-1
1477,Sam Loy*,Vanderbilt,SEC,13,1,-29,-29.0,0,-2.2,0,0,,0,0.0,1,-29,-29.0,0,,sam-loy-1
1478,Tyler Ferguson*,Western Kentucky,CUSA,9,2,-30,-15.0,0,-3.3,0,0,,0,0.0,2,-30,-15.0,0,,tyler-ferguson-1
1479,Kyle Kearns*,Wake Forest,ACC,5,4,-31,-7.8,0,-6.2,0,0,,0,0.0,4,-31,-7.8,0,,kyle-kearns-1
1480,Nic Shimonek,Texas Tech,Big 12,4,5,-31,-6.2,0,-7.8,0,0,,0,0.0,5,-31,-6.2,0,,nic-shimonek-1
1481,Zack Greenlee,UTEP,CUSA,7,5,-33,-6.6,0,-4.7,0,0,,0,0.0,5,-33,-6.6,0,,zack-greenlee-1
1482,Jared Johnson*,UTSA,CUSA,7,17,-35,-2.1,0,-5.0,1,8,8.0,1,1.1,18,-27,-1.5,1,,jared-johnson-3
1483,Gardner Minshew,East Carolina,American,7,20,-36,-1.8,0,-5.1,0,0,,0,0.0,20,-36,-1.8,0,,gardner-minshew-1
1484,James Knapke,Bowling Green,MAC,6,14,-39,-2.8,0,-6.5,0,0,,0,0.0,14,-39,-2.8,0,,james-knapke-1
1485,Logan Woodside*,Toledo,MAC,13,37,-40,-1.1,0,-3.1,0,0,,0,0.0,37,-40,-1.1,0,,logan-woodside-1
1486,Josh Love,San Jose State,MWC,12,14,-41,-2.9,0,-3.4,0,0,,0,0.0,14,-41,-2.9,0,,josh-love-1
1487,Luke Del Rio*,Florida,SEC,6,16,-43,-2.7,0,-7.2,0,0,,0,0.0,16,-43,-2.7,0,,luke-del-rio-1
1488,Austin Appleby*,Florida,SEC,9,41,-45,-1.1,0,-5.0,0,0,,0,0.0,41,-45,-1.1,0,,austin-appleby-1
1489,Jacob Eason*,Georgia,SEC,13,33,-45,-1.4,1,-3.5,0,0,,0,0.0,33,-45,-1.4,1,,jacob-eason-1
1490,John Urzua*,Middle Tennessee State,CUSA,5,8,-48,-6.0,0,-9.6,0,0,,0,0.0,8,-48,-6.0,0,,john-urzua-1
1491,Jeff George Jr.,Illinois,Big Ten,5,10,-50,-5.0,0,-10.0,0,0,,0,0.0,10,-50,-5.0,0,,jeff-george-jr-1
1492,Anu Solomon,Arizona,Pac-12,5,25,-52,-2.1,0,-10.4,0,0,,0,0.0,25,-52,-2.1,0,,anu-solomon-1
1493,Nick Mullens*,Southern Mississippi,CUSA,11,51,-54,-1.1,4,-4.9,0,0,,0,0.0,51,-54,-1.1,4,,nick-mullens-1
1494,Noah Wezensky*,Miami (OH),MAC,2,10,-54,-5.4,0,-27.0,0,0,,0,0.0,10,-54,-5.4,0,,noah-wezensky-1
1495,Kevin Olsen,Charlotte,CUSA,6,16,-59,-3.7,0,-9.8,0,0,,0,0.0,16,-59,-3.7,0,,kevin-olsen-1
1496,Perry Orth*,South Carolina,SEC,6,16,-59,-3.7,0,-9.8,0,0,,0,0.0,16,-59,-3.7,0,,perry-orth-1
1497,Wilton Speight*,Michigan,Big Ten,12,35,-60,-1.7,1,-5.0,0,0,,0,0.0,35,-60,-1.7,1,,wilton-speight-1
1498,Wes Lunt,Illinois,Big Ten,8,20,-65,-3.3,0,-8.1,0,0,,0,0.0,20,-65,-3.3,0,,wes-lunt-1
1499,Luke Falk*,Washington State,Pac-12,13,66,-68,-1.0,0,-5.2,0,0,,0,0.0,66,-68,-1.0,0,,luke-falk-1
1500,Riley Ferguson*,Memphis,American,13,71,-70,-1.0,4,-5.4,0,0,,0,0.0,71,-70,-1.0,4,,riley-ferguson-1
1501,James Morgan,Bowling Green,MAC,12,45,-72,-1.6,0,-6.0,0,0,,0,0.0,45,-72,-1.6,0,,james-morgan-1
1502,Josh Rosen,UCLA,Pac-12,6,22,-72,-3.3,2,-12.0,0,0,,0,0.0,22,-72,-3.3,2,,josh-rosen-1
1503,Mike White*,Western Kentucky,CUSA,14,29,-74,-2.6,0,-5.3,0,0,,0,0.0,29,-74,-2.6,0,,mike-white-6
1504,Alex Hornibrook*,Wisconsin,Big Ten,13,23,-81,-3.5,0,-6.2,0,0,,0,0.0,23,-81,-3.5,0,,alex-hornibrook-1
1505,Ben Hicks,SMU,American,12,41,-83,-2.0,2,-6.9,1,2,2.0,0,0.2,42,-81,-1.9,2,,ben-hicks-1
1506,Kurt Benkert,Virginia,ACC,11,60,-94,-1.6,0,-8.5,0,0,,0,0.0,60,-94,-1.6,0,,kurt-benkert-1
1507,Andrew Ford,Massachusetts,Ind,11,45,-96,-2.1,2,-8.7,0,0,,0,0.0,45,-96,-2.1,2,,andrew-ford-1
1508,P.J. Walker*,Temple,American,14,65,-100,-1.5,1,-7.1,0,0,,0,0.0,65,-100,-1.5,1,,pj-walker-1
